year,marketcap,Change,symbol
2010,770000000,6.47%,CFT.SW
2009,720000000,96.18%,CFT.SW
2008,370000000,-62.96%,CFT.SW
2007,1000000000,22.36%,CFT.SW
2006,820000000,47.3%,CFT.SW
2005,550000000,4.99%,CFT.SW
2004,530000000,3.35%,CFT.SW
2003,510000000,,CFT.SW
2025,480000000,136.27%,CICN.SW
2024,200000000,8.73%,CICN.SW
2023,180000000,18.56%,CICN.SW
2022,150000000,-10.74%,CICN.SW
2021,170000000,15.88%,CICN.SW
2020,150000000,-13.83%,CICN.SW
2019,170000000,52.96%,CICN.SW
2018,110000000,-35.56%,CICN.SW
2017,180000000,126.86%,CICN.SW
2016,79440000,7.38%,CICN.SW
2015,73980000,-28.83%,CICN.SW
2014,100000000,-7.15%,CICN.SW
2013,110000000,22.87%,CICN.SW
2012,91110000,-11.76%,CICN.SW
2011,100000000,-14.7%,CICN.SW
2010,120000000,34.85%,CICN.SW
2009,89770000,65.84%,CICN.SW
2008,54130000,-62.47%,CICN.SW
2007,140000000,-20.57%,CICN.SW
2006,180000000,24.98%,CICN.SW
2005,140000000,151.92%,CICN.SW
2004,57670000,,CICN.SW
2025,3840000000,4.35%,CLN.SW
2024,3680000000,-24.18%,CLN.SW
2023,4850000000,-6.86%,CLN.SW
2022,5210000000,-23.92%,CLN.SW
2021,6850000000,-2.59%,CLN.SW
2020,7030000000,-4.21%,CLN.SW
2019,7340000000,21.12%,CLN.SW
2018,6060000000,-32.52%,CLN.SW
2017,8980000000,61.18%,CLN.SW
2016,5570000000,-10.22%,CLN.SW
2015,6200000000,14.79%,CLN.SW
2014,5400000000,-7.67%,CLN.SW
2013,5850000000,54.81%,CLN.SW
2012,3780000000,29.8%,CLN.SW
2011,2910000000,-34.94%,CLN.SW
2010,4480000000,71.17%,CLN.SW
2009,2610000000,,CLN.SW
2025,3250000000,22.46%,CMBN.SW
2024,2650000000,16.25%,CMBN.SW
2023,2280000000,-8.34%,CMBN.SW
2022,2490000000,16.73%,CMBN.SW
2021,2130000000,-40.16%,CMBN.SW
2020,3570000000,,CMBN.SW
2025,2060000000,-4.9%,COTN.SW
2024,2160000000,-11.62%,COTN.SW
2023,2450000000,48.82%,COTN.SW
2022,1640000000,-42.42%,COTN.SW
2021,2860000000,63.84%,COTN.SW
2020,1740000000,77.71%,COTN.SW
2019,980000000,56.19%,COTN.SW
2018,620000000,-48.44%,COTN.SW
2017,1220000000,59.84%,COTN.SW
2016,760000000,33.98%,COTN.SW
2015,560000000,12.93%,COTN.SW
2014,500000000,23.81%,COTN.SW
2013,400000000,132.4%,COTN.SW
2012,170000000,44.79%,COTN.SW
2011,120000000,-23.69%,COTN.SW
2010,150000000,43.5%,COTN.SW
2009,110000000,55.17%,COTN.SW
2008,71270000,-56.74%,COTN.SW
2007,160000000,53.25%,COTN.SW
2006,100000000,24.75%,COTN.SW
2005,86180000,-0.23%,COTN.SW
2004,86380000,49.41%,COTN.SW
2003,57810000,,COTN.SW
2025,480000000,-2.28%,CPHN.SW
2024,490000000,-18.5%,CPHN.SW
2023,600000000,19.74%,CPHN.SW
2022,500000000,26.47%,CPHN.SW
2021,400000000,-18.93%,CPHN.SW
2020,490000000,0.72%,CPHN.SW
2019,490000000,-2.51%,CPHN.SW
2018,500000000,52.54%,CPHN.SW
2017,320000000,40.07%,CPHN.SW
2016,230000000,23.55%,CPHN.SW
2015,190000000,-44.35%,CPHN.SW
2014,340000000,-17.65%,CPHN.SW
2013,410000000,-2.68%,CPHN.SW
2012,420000000,32.31%,CPHN.SW
2011,320000000,-40.82%,CPHN.SW
2010,540000000,7.51%,CPHN.SW
2009,500000000,13.93%,CPHN.SW
2008,440000000,-49.05%,CPHN.SW
2007,870000000,32.09%,CPHN.SW
2006,660000000,41.79%,CPHN.SW
2005,460000000,17.48%,CPHN.SW
2004,390000000,14.57%,CPHN.SW
2003,340000000,,CPHN.SW
2023,2690000000,-68.29%,CSGN.SW
2022,8480000000,-67.12%,CSGN.SW
2021,25810000000,-21.54%,CSGN.SW
2020,32900000000,-6.35%,CSGN.SW
2019,35130000000,19.43%,CSGN.SW
2018,29420000000,-39.19%,CSGN.SW
2017,48370000000,46.73%,CSGN.SW
2016,32970000000,-21.87%,CSGN.SW
2015,42200000000,-7.25%,CSGN.SW
2014,45500000000,-18.76%,CSGN.SW
2013,56010000000,51.78%,CSGN.SW
2012,36900000000,13.12%,CSGN.SW
2011,32620000000,-41.47%,CSGN.SW
2010,55730000000,-16.36%,CSGN.SW
2009,66630000000,93.32%,CSGN.SW
2008,34470000000,-52.44%,CSGN.SW
2007,72470000000,-17.33%,CSGN.SW
2006,87660000000,4.44%,CSGN.SW
2005,83940000000,51.71%,CSGN.SW
2004,55330000000,9.77%,CSGN.SW
2003,50410000000,72.41%,CSGN.SW
2002,29230000000,-50.34%,CSGN.SW
2001,58880000000,1.56%,CSGN.SW
2000,57970000000,-3.05%,CSGN.SW
1999,59790000000,27.51%,CSGN.SW
1998,46890000000,-0.64%,CSGN.SW
1997,47200000000,54.73%,CSGN.SW
1996,30500000000,-2.43%,CSGN.SW
1995,31260000000,,CSGN.SW
2025,2270000000,-10.2%,DAE.SW
2024,2530000000,-35.68%,DAE.SW
2023,3940000000,16.58%,DAE.SW
2022,3380000000,-54.78%,DAE.SW
2021,7470000000,50.92%,DAE.SW
2020,4950000000,,DAE.SW
2025,3050000000,-9.21%,DESN.SW
2024,3360000000,-11.64%,DESN.SW
2023,3810000000,0.25%,DESN.SW
2022,3800000000,,DESN.SW
2019,620000000,6.26%,DESN.SW
2018,580000000,-44.38%,DESN.SW
2017,1050000000,100.66%,DESN.SW
2016,520000000,99.25%,DESN.SW
2015,260000000,5.05%,DESN.SW
2014,250000000,-20.22%,DESN.SW
2013,310000000,19.58%,DESN.SW
2012,260000000,-0.37%,DESN.SW
2011,260000000,-16.27%,DESN.SW
2010,310000000,7.97%,DESN.SW
2009,290000000,24.69%,DESN.SW
2008,230000000,-20.18%,DESN.SW
2007,290000000,6.99%,DESN.SW
2006,270000000,,DESN.SW
2025,5340000000,9.73%,DKSH.SW
2024,4870000000,8.13%,DKSH.SW
2023,4500000000,-8.71%,DKSH.SW
2022,4930000000,-7.89%,DKSH.SW
2021,5360000000,9.2%,DKSH.SW
2020,4900000000,,DKSH.SW
2025,230000000,-13.69%,DOCM.SW
2024,270000000,-73.39%,DOCM.SW
2023,1030000000,176.36%,DOCM.SW
2022,370000000,-85.87%,DOCM.SW
2021,2640000000,-14.05%,DOCM.SW
2020,3070000000,220.38%,DOCM.SW
2019,950000000,26.56%,DOCM.SW
2018,750000000,-8.95%,DOCM.SW
2017,830000000,,DOCM.SW
2025,3220000000,7.17%,DOKA.SW
2024,3010000000,33.28%,DOKA.SW
2023,2250000000,47.67%,DOKA.SW
2022,1520000000,-44.46%,DOKA.SW
2021,2750000000,16.2%,DOKA.SW
2020,2360000000,,DOKA.SW
2025,4770000000,8.67%,EFGN.SW
2024,4390000000,12.17%,EFGN.SW
2023,3910000000,32.52%,EFGN.SW
2022,2950000000,27.64%,EFGN.SW
2021,2310000000,17.82%,EFGN.SW
2020,1960000000,2.19%,EFGN.SW
2019,1920000000,13.37%,EFGN.SW
2018,1690000000,-44.35%,EFGN.SW
2017,3040000000,230.51%,EFGN.SW
2016,920000000,-43.28%,EFGN.SW
2015,1620000000,-8.24%,EFGN.SW
2014,1770000000,-16.74%,EFGN.SW
2013,2120000000,41.35%,EFGN.SW
2012,1500000000,48.19%,EFGN.SW
2011,1010000000,-44.77%,EFGN.SW
2010,1830000000,-9.32%,EFGN.SW
2009,2020000000,-22.89%,EFGN.SW
2008,2620000000,-55.39%,EFGN.SW
2007,5890000000,6.68%,EFGN.SW
2006,5520000000,41.65%,EFGN.SW
2005,3900000000,,EFGN.SW
2025,4930000000,12.55%,EMMN.SW
2024,4380000000,-24.33%,EMMN.SW
2023,5790000000,27.86%,EMMN.SW
2022,4520000000,-28.1%,EMMN.SW
2021,6300000000,13.9%,EMMN.SW
2020,5530000000,,EMMN.SW
2025,16260000000,2.34%,EMSN.SW
2024,15890000000,-16.03%,EMSN.SW
2023,18920000000,19.55%,EMSN.SW
2022,15830000000,-39.42%,EMSN.SW
2021,26130000000,15.49%,EMSN.SW
2020,22630000000,,EMSN.SW
2025,910000000,-0.62%,EPIC.SW
2024,920000000,14.79%,EPIC.SW
2023,800000000,13.51%,EPIC.SW
2022,710000000,,EPIC.SW
2025,7450000000,1.02%,FHZN.SW
2024,7370000000,15.15%,FHZN.SW
2023,6400000000,34.85%,FHZN.SW
2022,4750000000,-13.84%,FHZN.SW
2021,5510000000,1.44%,FHZN.SW
2020,5430000000,,FHZN.SW
2025,1340000000,13.47%,FORN.SW
2024,1180000000,-33%,FORN.SW
2023,1760000000,5.55%,FORN.SW
2022,1670000000,-42.52%,FORN.SW
2021,2910000000,7.24%,FORN.SW
2020,2710000000,,FORN.SW
2025,200000000,-9.28%,FTON.SW
2024,220000000,-30.41%,FTON.SW
2023,310000000,-1.15%,FTON.SW
2022,320000000,3.54%,FTON.SW
2021,310000000,-0.18%,FTON.SW
2020,310000000,-0.55%,FTON.SW
2019,310000000,-16.48%,FTON.SW
2018,370000000,-30.66%,FTON.SW
2017,540000000,13.14%,FTON.SW
2016,470000000,20.22%,FTON.SW
2015,390000000,-13.34%,FTON.SW
2014,450000000,30.37%,FTON.SW
2013,350000000,50.66%,FTON.SW
2012,230000000,-13.2%,FTON.SW
2011,260000000,2.91%,FTON.SW
2010,260000000,58.28%,FTON.SW
2009,160000000,15.45%,FTON.SW
2008,140000000,-28.9%,FTON.SW
2007,200000000,-1.55%,FTON.SW
2006,200000000,41.94%,FTON.SW
2005,140000000,16.21%,FTON.SW
2004,120000000,14.14%,FTON.SW
2003,100000000,,FTON.SW
2025,26370000000,-0.25%,GALD.SW
2024,26430000000,,GALD.SW
2025,4470000000,8.74%,GALE.SW
2024,4110000000,-4.51%,GALE.SW
2023,4300000000,6.2%,GALE.SW
2022,4050000000,8.89%,GALE.SW
2021,3720000000,12.42%,GALE.SW
2020,3310000000,,GALE.SW
2025,160000000,8.97%,GAV.SW
2024,140000000,-45.25%,GAV.SW
2023,270000000,16.81%,GAV.SW
2022,230000000,8.26%,GAV.SW
2021,210000000,46.19%,GAV.SW
2020,140000000,-23.3%,GAV.SW
2019,190000000,7.76%,GAV.SW
2018,170000000,-28.56%,GAV.SW
2017,240000000,46.16%,GAV.SW
2016,160000000,9.62%,GAV.SW
2015,150000000,1.95%,GAV.SW
2014,150000000,-9.48%,GAV.SW
2013,160000000,10.35%,GAV.SW
2012,150000000,,GAV.SW
2025,21120000000,11.66%,GEBN.SW
2024,18910000000,-11.93%,GEBN.SW
2023,21470000000,32.08%,GEBN.SW
2022,16260000000,-44.42%,GEBN.SW
2021,29250000000,30.64%,GEBN.SW
2020,22390000000,10.91%,GEBN.SW
2019,20190000000,44.14%,GEBN.SW
2018,14000000000,-13.18%,GEBN.SW
2017,16130000000,9.15%,GEBN.SW
2016,14780000000,16.28%,GEBN.SW
2015,12710000000,-0.96%,GEBN.SW
2014,12830000000,12.01%,GEBN.SW
2013,11450000000,33.76%,GEBN.SW
2012,8560000000,15.45%,GEBN.SW
2011,7420000000,-18.88%,GEBN.SW
2010,9140000000,31.73%,GEBN.SW
2009,6940000000,64.38%,GEBN.SW
2008,4220000000,-26.33%,GEBN.SW
2007,5730000000,,GEBN.SW
2025,6370000000,1.91%,GF.SW
2024,6250000000,5.21%,GF.SW
2023,5940000000,18.71%,GF.SW
2022,5000000000,-19.25%,GF.SW
2021,6200000000,17.17%,GF.SW
2020,5290000000,27.42%,GF.SW
2019,4150000000,26.92%,GF.SW
2018,3270000000,-39.17%,GF.SW
2017,5380000000,60.59%,GF.SW
2016,3350000000,19.31%,GF.SW
2015,2800000000,8.01%,GF.SW
2014,2600000000,-10%,GF.SW
2013,2880000000,74.7%,GF.SW
2012,1650000000,18.11%,GF.SW
2011,1400000000,-39.52%,GF.SW
2010,2310000000,123.03%,GF.SW
2009,1030000000,10.03%,GF.SW
2008,940000000,-62.64%,GF.SW
2007,2520000000,-4.88%,GF.SW
2006,2650000000,122.25%,GF.SW
2005,1190000000,32.18%,GF.SW
2004,900000000,31%,GF.SW
2003,680000000,,GF.SW
2025,40830000000,0.27%,GIVN.SW
2024,40720000000,6.6%,GIVN.SW
2023,38200000000,35.15%,GIVN.SW
2022,28260000000,-41.56%,GIVN.SW
2021,48360000000,23.99%,GIVN.SW
2020,39000000000,35.26%,GIVN.SW
2019,28830000000,35.19%,GIVN.SW
2018,21330000000,0.59%,GIVN.SW
2017,21200000000,25.63%,GIVN.SW
2016,16870000000,-0.5%,GIVN.SW
2015,16960000000,1.82%,GIVN.SW
2014,16660000000,26.27%,GIVN.SW
2013,13190000000,37.36%,GIVN.SW
2012,9600000000,9.28%,GIVN.SW
2011,8780000000,-10.45%,GIVN.SW
2010,9810000000,47.34%,GIVN.SW
2009,6660000000,17.62%,GIVN.SW
2008,5660000000,-17.22%,GIVN.SW
2007,6840000000,2.28%,GIVN.SW
2006,6680000000,33.57%,GIVN.SW
2005,5000000000,3.04%,GIVN.SW
2004,4850000000,17.01%,GIVN.SW
2003,4150000000,,GIVN.SW
2025,340000000,11.29%,GLKBN.SW
2024,310000000,-15.35%,GLKBN.SW
2023,360000000,1.46%,GLKBN.SW
2022,360000000,-10.48%,GLKBN.SW
2021,400000000,4.14%,GLKBN.SW
2020,380000000,-1.67%,GLKBN.SW
2019,390000000,19.91%,GLKBN.SW
2018,320000000,-9.36%,GLKBN.SW
2017,360000000,40.1%,GLKBN.SW
2016,250000000,15.88%,GLKBN.SW
2015,220000000,10.69%,GLKBN.SW
2014,200000000,,GLKBN.SW
2025,1450000000,2.13%,GRKP.SW
2024,1420000000,-4.88%,GRKP.SW
2023,1500000000,10.22%,GRKP.SW
2022,1360000000,8.51%,GRKP.SW
2021,1250000000,-0.58%,GRKP.SW
2020,1260000000,10.82%,GRKP.SW
2019,1130000000,13.41%,GRKP.SW
2018,1000000000,-6.07%,GRKP.SW
2017,1060000000,1.1%,GRKP.SW
2016,1050000000,-20.66%,GRKP.SW
2015,1330000000,26.05%,GRKP.SW
2014,1050000000,1.98%,GRKP.SW
2013,1030000000,9.84%,GRKP.SW
2012,940000000,0.9%,GRKP.SW
2011,930000000,-4.15%,GRKP.SW
2010,970000000,12.61%,GRKP.SW
2009,860000000,95.43%,GRKP.SW
2008,440000000,2.16%,GRKP.SW
2007,430000000,,GRKP.SW
2025,2590000000,3.06%,GT.SW
2024,2520000000,-37.9%,GT.SW
2023,4060000000,41.43%,GT.SW
2022,2870000000,-52.13%,GT.SW
2021,5990000000,135.78%,GT.SW
2020,2540000000,-29.82%,GT.SW
2019,3620000000,-23.52%,GT.SW
2018,4730000000,-40.46%,GT.SW
2017,7950000000,-1.24%,GT.SW
2016,8050000000,-7.61%,GT.SW
2015,8720000000,13.5%,GT.SW
2014,7680000000,29.93%,GT.SW
2013,5910000000,74.82%,GT.SW
2012,3380000000,-2.28%,GT.SW
2011,3460000000,20.25%,GT.SW
2010,2870000000,-15.68%,GT.SW
2009,3410000000,137.07%,GT.SW
2008,1440000000,-78.74%,GT.SW
2007,6770000000,81.14%,GT.SW
2006,3740000000,21.94%,GT.SW
2005,3060000000,19.15%,GT.SW
2004,2570000000,86.83%,GT.SW
2003,1370000000,15.43%,GT.SW
2002,1190000000,-69.27%,GT.SW
2001,3880000000,7.22%,GT.SW
2000,3620000000,-17.41%,GT.SW
1999,4380000000,-44.22%,GT.SW
1998,7860000000,-21.05%,GT.SW
1997,9960000000,24.27%,GT.SW
1996,8010000000,,GT.SW
2025,84020000,6.79%,GURN.SW
2024,78680000,-84.28%,GURN.SW
2023,500000000,0.11%,GURN.SW
2022,490000000,-37.24%,GURN.SW
2021,790000000,-39.47%,GURN.SW
2020,1310000000,82.39%,GURN.SW
2019,720000000,74.94%,GURN.SW
2018,410000000,-18.49%,GURN.SW
2017,500000000,36.15%,GURN.SW
2016,370000000,38.14%,GURN.SW
2015,260000000,47.81%,GURN.SW
2014,180000000,-23.49%,GURN.SW
2013,230000000,27.01%,GURN.SW
2012,180000000,2.47%,GURN.SW
2011,180000000,-29.03%,GURN.SW
2010,250000000,,GURN.SW
2007,350000000,-11.93%,GURN.SW
2006,390000000,-6.53%,GURN.SW
2005,420000000,21.24%,GURN.SW
2004,350000000,17.67%,GURN.SW
2003,290000000,,GURN.SW
2025,320000000,2.98%,HBLN.SW
2024,310000000,-9.67%,HBLN.SW
2023,350000000,9.91%,HBLN.SW
2022,310000000,-3.91%,HBLN.SW
2021,330000000,-3.89%,HBLN.SW
2020,340000000,1.82%,HBLN.SW
2019,330000000,6.33%,HBLN.SW
2018,310000000,-2.76%,HBLN.SW
2017,320000000,9.53%,HBLN.SW
2016,290000000,-0.77%,HBLN.SW
2015,300000000,-0.33%,HBLN.SW
2014,300000000,-6.59%,HBLN.SW
2013,320000000,-3.03%,HBLN.SW
2012,330000000,1.36%,HBLN.SW
2011,330000000,-0.38%,HBLN.SW
2010,330000000,8.15%,HBLN.SW
2009,300000000,,HBLN.SW
2025,1410000000,5.37%,HBMN.SW
2024,1340000000,-12.25%,HBMN.SW
2023,1530000000,1.4%,HBMN.SW
2022,1510000000,-41.42%,HBMN.SW
2021,2580000000,7.24%,HBMN.SW
2020,2400000000,,HBMN.SW
2025,10850000000,24.2%,HELN.SW
2024,8730000000,19.93%,HELN.SW
2023,7280000000,18.26%,HELN.SW
2022,6160000000,-0.83%,HELN.SW
2021,6210000000,11.11%,HELN.SW
2020,5590000000,,HELN.SW
2025,1080000000,13.75%,HIAG.SW
2024,950000000,-0.76%,HIAG.SW
2023,950000000,7.04%,HIAG.SW
2022,890000000,-14.56%,HIAG.SW
2021,1040000000,0.63%,HIAG.SW
2020,1040000000,16.83%,HIAG.SW
2019,890000000,-5.79%,HIAG.SW
2018,940000000,-5.1%,HIAG.SW
2017,990000000,21.35%,HIAG.SW
2016,820000000,10.32%,HIAG.SW
2015,740000000,10.37%,HIAG.SW
2014,670000000,,HIAG.SW
2025,61920000000,16.3%,HOLN.SW
2024,53240000000,18.81%,HOLN.SW
2023,44810000000,42.35%,HOLN.SW
2022,31470000000,1.09%,HOLN.SW
2021,31130000000,-7.7%,HOLN.SW
2020,33730000000,-0.84%,HOLN.SW
2019,34020000000,38.6%,HOLN.SW
2018,24540000000,-27.82%,HOLN.SW
2017,34010000000,6.47%,HOLN.SW
2016,31940000000,3.61%,HOLN.SW
2015,30830000000,31.08%,HOLN.SW
2014,23520000000,-3.98%,HOLN.SW
2013,24490000000,2.7%,HOLN.SW
2012,23850000000,39.53%,HOLN.SW
2011,17090000000,-29.34%,HOLN.SW
2010,24180000000,-5.93%,HOLN.SW
2009,25710000000,72.07%,HOLN.SW
2008,14940000000,-46.96%,HOLN.SW
2007,28170000000,20.79%,HOLN.SW
2006,23320000000,49.69%,HOLN.SW
2005,15580000000,16.26%,HOLN.SW
2004,13400000000,72.19%,HOLN.SW
2003,7780000000,,HOLN.SW
2025,1610000000,6.02%,HUBN.SW
2024,1520000000,1.45%,HUBN.SW
2023,1490000000,-14.64%,HUBN.SW
2022,1750000000,-4.42%,HUBN.SW
2021,1830000000,19.07%,HUBN.SW
2020,1540000000,0.04%,HUBN.SW
2019,1540000000,6.02%,HUBN.SW
2018,1450000000,43.3%,HUBN.SW
2017,1010000000,-5.85%,HUBN.SW
2016,1070000000,28.31%,HUBN.SW
2015,840000000,-8.82%,HUBN.SW
2014,920000000,-10.4%,HUBN.SW
2013,1020000000,18.56%,HUBN.SW
2012,860000000,5.97%,HUBN.SW
2011,810000000,-29.75%,HUBN.SW
2010,1160000000,43.88%,HUBN.SW
2009,810000000,37.33%,HUBN.SW
2008,590000000,86.33%,HUBN.SW
2007,310000000,58.85%,HUBN.SW
2006,190000000,118.21%,HUBN.SW
2005,91370000,-73.62%,HUBN.SW
2004,340000000,,HUBN.SW
2025,220000000,36.41%,IDIA.SW
2024,160000000,-62.43%,IDIA.SW
2023,440000000,-82.54%,IDIA.SW
2022,2570000000,-28.77%,IDIA.SW
2021,3600000000,-25.11%,IDIA.SW
2020,4810000000,,IDIA.SW
2025,2690000000,-5.36%,IFCN.SW
2024,2840000000,-18.8%,IFCN.SW
2023,3500000000,63.8%,IFCN.SW
2022,2130000000,-40.26%,IFCN.SW
2021,3570000000,60.07%,IFCN.SW
2020,2230000000,,IFCN.SW
2025,870000000,38.59%,IMPN.SW
2024,620000000,-5.84%,IMPN.SW
2023,660000000,-12.25%,IMPN.SW
2022,760000000,81.74%,IMPN.SW
2021,410000000,-16.84%,IMPN.SW
2020,500000000,-32.78%,IMPN.SW
2019,740000000,20.86%,IMPN.SW
2018,610000000,-49.76%,IMPN.SW
2017,1230000000,-9.01%,IMPN.SW
2016,1350000000,42.99%,IMPN.SW
2015,940000000,-11.5%,IMPN.SW
2014,1070000000,-20.55%,IMPN.SW
2013,1340000000,67.68%,IMPN.SW
2012,800000000,74.56%,IMPN.SW
2011,460000000,-26.3%,IMPN.SW
2010,620000000,20.53%,IMPN.SW
2009,510000000,0.84%,IMPN.SW
2008,510000000,-8.76%,IMPN.SW
2007,560000000,49.83%,IMPN.SW
2006,370000000,,IMPN.SW
2025,2180000000,18.95%,INRN.SW
2024,1830000000,-29.52%,INRN.SW
2023,2600000000,25.14%,INRN.SW
2022,2080000000,-43.44%,INRN.SW
2021,3680000000,45.87%,INRN.SW
2020,2520000000,,INRN.SW
2025,1660000000,6.6%,IREN.SW
2024,1560000000,5.82%,IREN.SW
2023,1470000000,5.67%,IREN.SW
2022,1390000000,-3.93%,IREN.SW
2021,1450000000,10.31%,IREN.SW
2020,1310000000,23.81%,IREN.SW
2019,1060000000,33.55%,IREN.SW
2018,790000000,-3.09%,IREN.SW
2017,820000000,14.99%,IREN.SW
2016,710000000,,IREN.SW
2025,1420000000,9.15%,ISN.SW
2024,1300000000,-2.93%,ISN.SW
2023,1340000000,11.84%,ISN.SW
2022,1200000000,-5.3%,ISN.SW
2021,1270000000,-4.04%,ISN.SW
2020,1320000000,20.44%,ISN.SW
2019,1100000000,11.76%,ISN.SW
2018,980000000,-1.06%,ISN.SW
2017,990000000,1.02%,ISN.SW
2016,980000000,20.91%,ISN.SW
2015,810000000,13.12%,ISN.SW
2014,720000000,-9.17%,ISN.SW
2013,790000000,6.11%,ISN.SW
2012,740000000,4.55%,ISN.SW
2011,710000000,4.8%,ISN.SW
2010,680000000,12.71%,ISN.SW
2009,600000000,5.44%,ISN.SW
2008,570000000,-1.79%,ISN.SW
2007,580000000,10.46%,ISN.SW
2006,520000000,38.13%,ISN.SW
2005,380000000,-3.25%,ISN.SW
2004,390000000,,ISN.SW
2025,1180000000,11.11%,JFN.SW
2024,1060000000,-3.8%,JFN.SW
2023,1100000000,41.5%,JFN.SW
2022,780000000,-8.52%,JFN.SW
2021,850000000,-5.63%,JFN.SW
2020,900000000,-8.69%,JFN.SW
2019,990000000,33.55%,JFN.SW
2018,740000000,-1.8%,JFN.SW
2017,750000000,35.81%,JFN.SW
2016,550000000,-0.15%,JFN.SW
2015,550000000,25.85%,JFN.SW
2014,440000000,4.01%,JFN.SW
2013,420000000,6.05%,JFN.SW
2012,400000000,21.41%,JFN.SW
2011,330000000,5.14%,JFN.SW
2010,310000000,,JFN.SW
2025,2140000000,-7.72%,KARN.SW
2024,2320000000,16.36%,KARN.SW
2023,2000000000,57.63%,KARN.SW
2022,1260000000,-49.89%,KARN.SW
2021,2530000000,49.54%,KARN.SW
2020,1690000000,34.63%,KARN.SW
2019,1250000000,-3.98%,KARN.SW
2018,1300000000,38.26%,KARN.SW
2017,940000000,31.08%,KARN.SW
2016,720000000,24.87%,KARN.SW
2015,570000000,57.52%,KARN.SW
2014,360000000,6.31%,KARN.SW
2013,340000000,71.57%,KARN.SW
2012,200000000,104.67%,KARN.SW
2011,98420000,-37.88%,KARN.SW
2010,150000000,-14.58%,KARN.SW
2009,180000000,33%,KARN.SW
2008,130000000,-55.46%,KARN.SW
2007,310000000,30.18%,KARN.SW
2006,240000000,-8.55%,KARN.SW
2005,260000000,2758.4%,KARN.SW
2004,9200000,,KARN.SW
2025,120000000,-3.88%,KLIN.SW
2024,120000000,-26.13%,KLIN.SW
2023,170000000,20.13%,KLIN.SW
2022,140000000,-19.59%,KLIN.SW
2021,170000000,-18.34%,KLIN.SW
2020,210000000,-1.83%,KLIN.SW
2019,220000000,-35.89%,KLIN.SW
2018,340000000,,KLIN.SW
2025,28570000000,5.02%,KNIN.SW
2024,27210000000,-33.94%,KNIN.SW
2023,41190000000,48.03%,KNIN.SW
2022,27820000000,-28.23%,KNIN.SW
2021,38770000000,42.1%,KNIN.SW
2020,27280000000,35.19%,KNIN.SW
2019,20180000000,31.23%,KNIN.SW
2018,15380000000,-27%,KNIN.SW
2017,21070000000,32.85%,KNIN.SW
2016,15860000000,-5.12%,KNIN.SW
2015,16710000000,1.82%,KNIN.SW
2014,16410000000,3.71%,KNIN.SW
2013,15830000000,9.69%,KNIN.SW
2012,14430000000,7.8%,KNIN.SW
2011,13380000000,-19.21%,KNIN.SW
2010,16570000000,43.94%,KNIN.SW
2009,11510000000,50.55%,KNIN.SW
2008,7640000000,,KNIN.SW
2025,660000000,1.67%,KOMN.SW
2024,650000000,-46.29%,KOMN.SW
2023,1220000000,-14.38%,KOMN.SW
2022,1420000000,34.3%,KOMN.SW
2021,1060000000,38.36%,KOMN.SW
2020,760000000,-18.03%,KOMN.SW
2019,930000000,4.5%,KOMN.SW
2018,890000000,-28.36%,KOMN.SW
2017,1250000000,35.49%,KOMN.SW
2016,920000000,27.65%,KOMN.SW
2015,720000000,38.23%,KOMN.SW
2014,520000000,-1.76%,KOMN.SW
2013,530000000,100.69%,KOMN.SW
2012,260000000,6.64%,KOMN.SW
2011,240000000,-32.24%,KOMN.SW
2010,360000000,55.97%,KOMN.SW
2009,230000000,34.7%,KOMN.SW
2008,170000000,-67.4%,KOMN.SW
2007,530000000,29.71%,KOMN.SW
2006,410000000,76.79%,KOMN.SW
2005,230000000,-25.3%,KOMN.SW
2004,310000000,40%,KOMN.SW
2003,220000000,,KOMN.SW
2025,820000000,-10.25%,KURN.SW
2024,920000000,506.43%,KURN.SW
2023,150000000,161.59%,KURN.SW
2022,58150000,-15.83%,KURN.SW
2021,69090000,-8.05%,KURN.SW
2020,75140000,32.31%,KURN.SW
2019,56790000,61.28%,KURN.SW
2018,35210000,-64.65%,KURN.SW
2017,99600000,367.34%,KURN.SW
2016,21310000,-46.26%,KURN.SW
2015,39660000,499.81%,KURN.SW
2014,6610000,-93.22%,KURN.SW
2013,97500000,55.89%,KURN.SW
2012,62540000,470.98%,KURN.SW
2011,10950000,-84.46%,KURN.SW
2010,70490000,11.12%,KURN.SW
2009,63430000,-49.79%,KURN.SW
2008,120000000,-67.83%,KURN.SW
2007,390000000,-18.29%,KURN.SW
2006,480000000,155.24%,KURN.SW
2005,180000000,,KURN.SW
2025,1830000000,-1.28%,LAND.SW
2024,1850000000,-28.79%,LAND.SW
2023,2600000000,28.2%,LAND.SW
2022,2030000000,4.43%,LAND.SW
2021,1940000000,-14.13%,LAND.SW
2020,2260000000,,LAND.SW
2025,180000000,12.32%,LECN.SW
2024,160000000,-51.92%,LECN.SW
2023,340000000,39.38%,LECN.SW
2022,240000000,9.52%,LECN.SW
2021,220000000,-32.27%,LECN.SW
2020,330000000,49.15%,LECN.SW
2019,220000000,-7%,LECN.SW
2018,230000000,27.32%,LECN.SW
2017,180000000,66.22%,LECN.SW
2016,110000000,26.46%,LECN.SW
2015,89000000,-17.13%,LECN.SW
2014,100000000,87.48%,LECN.SW
2013,57280000,145.65%,LECN.SW
